,input_texts,target_texts
8905,Your friends are there.,Οι φίλοι σου είναι εκεί.
8906,Your friends are there.,Οι φίλοι σας είναι εκεί.
8907,Your shirt is wrinkled.,Το πουκάμισό σου είναι τσαλακωμένο.
8908,Your shirt is wrinkled.,Το πουκάμισό σας είναι τσαλακωμένο.
8909,A mirror reflects light.,Ένας καθρέφτης αντανακλά το φως.
8910,And what's your problem?,Και ποιο είναι το πρόβλημά σου;
8911,And what's your problem?,Και ποιο είναι το πρόβλημά σας;
8912,"Apparently, Tom is sick.","Προφανώς, ο Τομ είναι άρρωστος."
8913,Are they coming as well?,Έρχονται κι αυτοί;
8914,Are you cooking tonight?,Μαγειρεύεις απόψε;
8915,Are you cooking tonight?,Μαγειρεύετε απόψε;
8916,Are you learning French?,Μαθαίνεις Γαλλικά;
8917,Are you learning French?,Μαθαίνετε Γαλλικά;
8918,Are you really Canadian?,Είσαι στ' αλήθεια Καναδός;
8919,Are you really Canadian?,Είσαι στ' αλήθεια Καναδή;
8920,Are you really Canadian?,Είσαι στ' αλήθεια Καναδέζος;
8921,Are you really Canadian?,Είσαι στ' αλήθεια Καναδέζα;
8922,Are you really Canadian?,Είστε στ' αλήθεια Καναδέζος;
8923,Are you really Canadian?,Είστε στ' αλήθεια Καναδέζα;
8924,Are you really Canadian?,Είστε στ' αλήθεια Καναδός;
8925,Are you really Canadian?,Είστε στ' αλήθεια Καναδή;
8926,Are you really Canadian?,Είστε στ' αλήθεια Καναδοί;
8927,Are you really Canadian?,Είστε στ' αλήθεια Καναδές;
8928,Are you really Canadian?,Είστε στ' αλήθεια Καναδέζοι;
8929,Are you really Canadian?,Είστε στ' αλήθεια Καναδέζες;
8930,Are you referring to me?,Αναφέρεσαι σε μένα;
8931,Are you referring to me?,Αναφέρεστε σε μένα;
8932,Are you taller than Tom?,Είσαι ψηλότερος απ' τον Τομ;
8933,Are you taller than Tom?,Είσαι ψηλότερη απ' τον Τομ;
8934,Are you taller than Tom?,Είστε ψηλότερος απ' τον Τομ;
8935,Are you taller than Tom?,Είστε ψηλότερη απ' τον Τομ;
8936,Are you taller than Tom?,Είστε ψηλότεροι απ' τον Τομ;
8937,Are you taller than Tom?,Είστε ψηλότερες απ' τον Τομ;
8938,Are you taller than Tom?,Είσαι πιο ψηλός από τον Τομ;
8939,Are you taller than Tom?,Είσαι πιο ψηλή από τον Τομ;
8940,Are you taller than Tom?,Είστε πιο ψηλός απ' τον Τομ;
8941,Are you taller than Tom?,Είστε πιο ψηλή απ' τον Τομ;
8942,Are you taller than Tom?,Είστε πιο ψηλοί από τον Τομ;
8943,Are you taller than Tom?,Είστε πιο ψηλές απ' τον Τομ;
8944,Breakfast was very good.,Το πρωινό ήταν πολύ καλό.
8945,Can I borrow your notes?,Μπορώ να δανειστώ τις σημειώσεις σου;
8946,Can I go to my room now?,Μπορώ να πάω τώρα στο δωμάτιό μου;
8947,Can I go to my room now?,Μπορώ τώρα να πάω στο δωμάτιό μου.
8948,Can I take my shirt off?,Μπορώ να βγάλω το πουκάμισό μου;
8949,Can money buy happiness?,Μπορεί το χρήμα ν' αγοράσει την ευτυχία;
8950,Can you teach me French?,Μπορείς να με διδάξεις Γαλλικά;
8951,Can you teach me French?,Μπορείτε να με διδάξετε Γαλλικά;
8952,Can you teach me French?,Μπορείς να μου μάθεις Γαλλικά;
8953,Can you teach me French?,Μπορείτε να μου μάθετε Γαλλικά;
8954,Can you touch your toes?,Μπορείτε ν' αγγίξετε τα δάχτυλα των ποδιών σας;
8955,Can you touch your toes?,Μπορείς ν' αγγίξεις τα δάχτυλα των ποδιών σου;
8956,Cockroaches are insects.,Οι κατσαρίδες είναι έντομα.
8957,Could you use some help?,Χρειάζεσαι βοήθεια;
8958,Could you use some help?,Χρειάζεστε βοήθεια;
8959,Did you forget anything?,Ξέχασες τίποτα;
8960,Did you forget anything?,Ξεχάσατε τίποτα;
8961,Did you study yesterday?,Διάβασες χθες;
8962,Did you study yesterday?,Διαβάσατε χθες;
8963,Do you have a cellphone?,Έχετε κινητό τηλέφωνο;
8964,Do you have a cellphone?,Έχεις ένα κινητό τηλέφωνο;
8965,Do you have a cellphone?,Έχετε κινητό;
8966,Do you have a cellphone?,Έχετε ένα κινητό τηλέφωνο;
8967,Do you have a cellphone?,Έχετε ένα κινητό;
8968,Do you have the tickets?,Έχεις τα εισιτήρια;
8969,Do you have the tickets?,Έχετε τα εισιτήρια;
8970,Do you like this flower?,Σ' αρέσει αυτό το λουλούδι;
8971,Do you like this flower?,Σου αρέσει αυτό το λουλούδι;
8972,Do you like this flower?,Σας αρέσει αυτό το λουλούδι;
8973,Do you live around here?,Εδώ κοντά μένετε;
8974,Do you love your mother?,Αγαπάτε τη μητέρα σας;
8975,Do you play tennis well?,Παίζεις τένις καλά;
8976,Do you think Tom did it?,Πιστεύεις ότι το έκανε ο Τομ;
8977,Do you think Tom did it?,Πιστεύετε ότι το έκανε ο Τομ;
8978,Do you want one of them?,Θέλεις ένα απ' αυτά;
8979,Do you want one of them?,Θέλετε ένα απ' αυτά;
8980,Do you want one of them?,Θέλεις έναν απ' αυτούς;
8981,Do you want one of them?,Θέλετε έναν απ' αυτούς;
8982,Do you want one of them?,Θέλεις μία απ' αυτές;
8983,Do you want one of them?,Θέλετε μία απ' αυτές;
8984,Do you want one of them?,Θες μία απ' αυτές;
8985,Do you want one of them?,Θες έναν απ' αυτούς;
8986,Do you want one of them?,Θες ένα απ' αυτά;
8987,Do you want one of them?,Θέλεις ένα από αυτά;
8988,Do you want one of them?,Θέλετε ένα από αυτά;
8989,Does Tom have a bicycle?,Έχει ποδήλατο ο Τομ;
8990,Does Tom have a bicycle?,Έχει ο Τομ ποδήλατο;
8991,Does Tom live in Boston?,Ο Τομ ζει στη Βοστώνη;
8992,Does Tom live in Boston?,Ο Τομ μένει στη Βοστώνη;
8993,Don't ask him who he is.,Μην τον ρωτάτε ποιος είναι.
8994,Don't ask him who he is.,Μην τον ρωτάς ποιος είναι.
8995,Don't ask him who he is.,Μην τον ρωτήσεις ποιος είναι.
8996,Don't ask him who he is.,Μην τον ρωτήσετε ποιος είναι.
8997,Don't play with the key.,Μη παίζεις με τα κλειδιά.
8998,Don't you agree with me?,Δε συμφωνείς μαζί μου;
8999,Don't you agree with me?,Δε συμφωνείτε μαζί μου;
9000,Everybody here knows me.,Όλοι με ξέρουν εδώ.
9001,Everybody here knows me.,Όλοι με γνωρίζουν εδώ.
9002,Get Tom a cup of coffee.,Φέρε ένα καφέ στον Τομ.
9003,Get Tom a cup of coffee.,Φέρε ένα φιλτζάνι καφέ στον Τομ.
9004,Give me one more chance.,Δώσ' μου ακόμα μία ευκαιρία.
9005,Give me one more chance.,Δώσε μου ακόμα μία ευκαιρία.
9006,Give me one more chance.,Δώστε μου ακόμα μία ευκαιρία.
9007,Greece has many islands.,Η Ελλάδα έχει πολά νεισιά.
9008,Have you read this book?,Έχεις διαβάσει αυτό το βιβλίο;
9009,Have you read this book?,Έχετε διαβάσει αυτό το βιβλίο;
9010,He ate all of the apple.,Αυτός έφαγε όλο το μήλο.
9011,He ate all of the apple.,Έφαγε όλο το μήλο.
9012,He can swim like a fish.,Μπορεί και κολυμπάει σαν ψάρι.
9013,He didn't want to do it.,Δεν ήθελε να το κάνει.
9014,He drank it in one gulp.,Το ήπιε με μια γουλιά.
9015,He got lost in the park.,Αυτός χάθηκε στο πάρκο.
9016,He is going to help you.,Αυτός θα σε βοηθήσει.
9017,He likes playing soccer.,Του αρέσει να παίζει ποδόσφαιρο.
9018,He likes to play soccer.,Του αρέσει να παίζει ποδόσφαιρο.
9019,He speaks broken French.,Μιλάει σπαστά Γαλλικά.
9020,He spoke to the teacher.,Μίλησε στη δασκάλα.
9021,He spoke to the teacher.,Μίλησε στο δάσκαλο.
9022,He took off his glasses.,Έβγαλε τα γυαλιά του.
9023,He was blind from birth.,Αυτός ήταν τυφλός εκ γενετής.
9024,He was re-elected mayor.,Επανεξελέγη δήμαρχος.
9025,He will visit his uncle.,Θα επισκεφθεί τον θείο του.
9026,He will visit his uncle.,Θα επισκεφτεί τον θείο του.
9027,Her daughter is a nurse.,Η κόρη της είναι νοσοκόμα.
9028,Here's my return ticket.,Αυτό είναι το εισιτήριο της επιστροφής μου.
9029,His daughter is a nurse.,Η κόρη του είναι νοσοκόμα.
9030,Hold it with both hands.,Κράτα το με τα δύο χέρια.
9031,How did you get injured?,Πως τραυματίστηκες;
9032,I brought you red roses.,Σου αγόρασα κόκκινα τριαντάφυλλα.
9033,I brought you red roses.,Σας αγόρασα κόκκινα τριαντάφυλλα.
9034,I can't talk about that.,Δεν μπορώ να μιλήσω γι' αυτό.
9035,I can't wait to go home.,Ανυπομονώ να πάω σπίτι.
9036,I didn't drink the milk.,Δεν ήπια το γάλα.
9037,I do not have any money.,Δεν έχω φράγκα.
9038,I do not understand you.,Δεν σας καταλαβαίνω.
9039,I don't know who Tom is.,Δεν ξέρω ποιος είναι ο Τομ.
9040,I don't know who Tom is.,Δε γνωρίζω ποιος είναι ο Τομ.
9041,I don't trust strangers.,Δεν εμπιστεύομαι τους αγνώστους.
9042,I don't trust strangers.,Δεν εμπιστεύομαι τους ξένους.
9043,I don't understand this.,Δεν το καταλαβαίνω αυτό.
9044,I don't want you to die.,Δε θέλω να πεθάνεις.
9045,I don't want you to die.,Δε θέλω να πεθάνετε.
9046,I drank a lot of coffee.,Ήπια πολύ καφέ.
9047,I got promoted recently.,Πήρα προαγωγή πρόσφατα.
9048,I got promoted recently.,Προήχθησα πρόσφατα.
9049,I have an older brother.,Έχω έναν μεγαλύτερο αδερφό.
9050,I have something to say.,Έχω κάτι να πω.
9051,I have to go to bed now.,Πρέπει να πάω για ύπνο τώρα.
9052,I have to go to bed now.,Πρέπει να πάω να κοιμηθώ τώρα.
9053,I have to go to bed now.,Πρέπει να κοιμηθώ τώρα.
9054,I have to iron my shirt.,Πρέπει να σιδερώσω το πουκάμισό μου.
9055,I just want to help you.,Θέλω απλώς να σε βοηθήσω.
9056,I know myself very well.,Γνωρίζω πολύ καλά τον εαυτό μου.
9057,I know that girl's name.,Ξέρω το όνομα αυτού του κοριτσιού.
9058,I know where the key is.,Ξέρω πού είναι το κλειδί.
9059,I know who the thief is.,Ξέρω ποιος είναι ο κλέφτης.
9060,I like to work with Tom.,Μου αρέσει να δουλεύω με τον Τομ.
9061,I like working with Tom.,Μου αρέσει να δουλεύω με τον Τομ.
9062,I made you an apple pie.,Σου έφτιαξα μηλόπιτα.
9063,I made you an apple pie.,Έφτιαξα μία μηλόπιτα για σένα.
9064,I made you an apple pie.,Σου έκανα μηλόπιτα.
9065,I need three volunteers.,Χρειάζομαι τρεις εθελοντές.
9066,I need three volunteers.,Χρειάζομαι τρεις εθελόντριες.
9067,I need to exercise more.,Πρέπει να γυμνάζομαι περισσότερο.
9068,I often have nightmares.,Έχω συχνά εφιάλτες.
9069,I reacted instinctively.,Αντέδρασα ενστικτωδώς.
9070,I really liked the soup.,Στ' αλήθεια μου άρεσε η σούπα.
9071,I refuse to accept that.,Αρνούμαι να το δεχτώ αυτό.
9072,I remember what he said.,Θυμάμαι τα λόγια του.
9073,I saw Tom the other day.,Είδα τον Τομ τις προάλλες.
9074,I saw him looking at me.,Τον είδα να με κοιτάζει.
9075,I should've worn gloves.,Θα έπρεπε να είχα φορέσει γάντια.
